Schluessel;Objektname;Lokalbezeichnung;Gemeinde;Postleitzahl;x-Koordinate;y-Koordinate;Parz Nr;Fassungseigentuemer;OK Terrain;Schachtueberstand;Ordnungs-Nr;Lagegenauigkeit;Verwendungszweck;Verwendungsart;Fassungsart;Fassungszustand;Fassungsabdeckung;Schachttyp;Datenherkunft;Kontaktperson;Bemerkungen Objektdaten;Foto;Foto-Negativ-Nr 1;Foto-Negativ-Nr 2;Foto-Negativ-Nr 3;Fassung;Schutzzone;Anzahl Zuleitungen;Schloss;Aufgenommen durch;Erhebungsdatum;Alte Ordnungs-Nr;Feldbegehung;Objektbereinigung;WVA-Nutzung;WVA-Nutzung ergaenzen;WVA-Nutzung streichen;WVA-Nutzung Lage neu
266;Mittlere Fachtwald-Quelle;Fachtwald;Mollis;8753;725236;216724;;Gde. Mollis;716;;72521606;Geometeraufnahme;Trinkwasser;WV Gemeinde;;gut;;;Archiv Lienert & Haering AG;Ernst Bühler, Werkführer Mollis;;;;;;;definitiv;;;Brunner;26.03.1998;30;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
267;Untere Fachtwald-Quelle;Fachtwald;Mollis;8753;725218;216745;;Gde. Mollis;701;;72521607;Geometeraufnahme;Trinkwasser;WV Gemeinde;;gut;;;Archiv Lienert & Haering AG;Ernst Bühler, Werkführer Mollis;;;;;;;definitiv;1;;Brunner;26.03.1998;31;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
268;Quelle Facht;;Mollis;8753;725147;216600;;Gde. Mollis;668;30;72521612;Geometeraufnahme;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;Ernst Bühler, Werkführer Mollis;;;25;26;;;definitiv;1;ja;Brunner;26.03.1998;32;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
269;Quelle Bächruns 3;im Bächrüsli;Mollis;8753;725330;216420;;Gde. Mollis;780;0;72521608;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisendeckel 4kant. Schrauben;Brunnenstube;Archiv Lienert & Haering AG;Ernst Bühler, Werkführer Mollis;"Anzahl Zuleitungen: 1Quelle + 2Zuleitungen
Leitung im Schacht kurzgeschlossen
-Sammelschacht";;31;32;;;definitiv;;Ja;Brunner;26.03.1998;33;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
270;Quelle Neurüt;Nüürüt;Mollis;8753;725430;218793;924;Gde. Mollis;870;;72521802;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Türe;Brunnenstube;Archiv Lienert & Haering AG;Ernst Bühler, Werkführer Mollis;;;13;14;15;;definitiv;1;Ja;Brunner;26.03.1998;1;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
271;Quelle Rütiberg 2;Rütiberg;Näfels;8752;721335;217073;10;Tagwen Näfels;840;50;72121702;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;E. Schindler, Bauamt Näfels;;;K21;;;;provisorich;2;ja;M. Simmler;26.03.1998;17;20.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
272;Quelle Rütiberg 3;Rütiberg;Näfels;8752;721328;217066;10;Tagwen Näfels;840;50;72121703;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;E. Schindler, Bauamt Näfels;;;K23;K24;;;provisorich;2;ja;M. Simmler;26.03.1998;18;20.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
273;Quelle Rütiberg 4;Rütiberg;Näfels;8752;721317;217061;10;Tagwen Näfels;840;50;72121704;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv Lienert & Haering AG;E. Schindler, Bauamt Näfels;;;K20;;;;provisorich;1;ja;M. Simmler;26.03.1998;19;20.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
274;Quelle Wychlenberg;;Elm;8767;;;;Erben K. Rhyner-Freitag, Auen;1220;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;nicht gefasst;;;;;;;;;;08.04.1998;1;;15.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
275;;Erbs-Grundboden;Elm;8767;;;;Tagwen Elm;1210;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;;;;;;;;;;;08.04.1998;2;;15.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
276;Quelle Brunnenloch;Flur;Elm;8767;729190;195640;;Tagwen Elm;1200;;72919501;aus Plan gelesen;Brauchwasser;Ställe;;;;;Archiv AFU Glarus;Samuel Hefti, EW Elm;überdeckt;;;;;;keine vorh.;;;Brunner;08.04.1998;3;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
277;Quelle Hinterhausweidli;Hinterhausweidli;Elm;8767;729520;196380;;R. Elmer, Steinibach;1170;;72919603;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;;;;;Archiv AFU Glarus;R. Elmer, Steinibach Elm;überdeckt --> Lawinenholz;;;;;;keine vorh.;;;;08.04.1998;4;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
278;;Studenweid;Elm;8767;;;;M. Rhyner, Steinibach;1190;;;aus Plan gelesen;im Moment ungenutzt;WV Weiler/Quartier;;;;;Archiv AFU Glarus;;;;;;;;keine vorh.;;;;08.04.1998;5;;18.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
279;Quelle Studenweid;Studenweid;Elm;8767;729500;196410;;Fam. Disch-Rhyner;1220;;72919604;aus Plan gelesen;Trinkwasser;WV Einzelligenschaft;;;;;Archiv AFU Glarus;Fam. Disch-Rhyner, Elm;überdeckt-->unter Terrain, nicht gefunden;;;;;;keine vorh.;;;Brunner;08.04.1998;6;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
280;Quelle Ziegerritt II;Ziegeritt;Elm;8767;729716;197098;;Gde. Elm;1438;10;72919702;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube/Sammelschacht;Archiv AFU Glarus;Samuel Hefti, EW Elm;;;32;33;;;definitiv;2;ja;Brunner;08.04.1998;7;18.08.1999;;WAHR;FALSCH;FALSCH;WAHR
281;Quelle Freitag;Rüfi-Höschetli;Elm;8767;730400;196920;;R. Freitag, Egg;1110;0;73019601;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;offener Graben;schlecht;Steinplatte;Brunnenstube;Archiv AFU Glarus;Ruedi Freitag, Höschetli Elm;;;10;11;;;keine vorh.;0;nein;Brunner;08.04.1998;8;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
282;Quelle Meinradszell Ost;;Elm;8767;729960;196240;;Gde. Elm;1090;100;72919601;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisendeckel feuerverzinkt;Brunnenstube;Archiv AFU Glarus;Samuel Hefti, EW Elm;;;6;7;;;definitiv;1;ja;Brunner;08.04.1998;9;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
283;Quellen Laisbach;Eggli;Elm;8767;730910;197125;;Gde. Elm;1070;;73019701;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Tor;Brunnenstube;Archiv AFU Glarus;Samuel Hefti, EW Elm;;;4;5;;;definitiv;1;ja;Brunner;08.04.1998;10;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
284;Quelle Elmag - Rain 1;Wiese;Elm;8767;731750;197720;;Beat Elmer;995;10;73119701;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;;gut;Eisen 4kant. Schrauben;Brunnenstube;Archiv AFU Glarus;Beat Elmer, Elm;;;25;26;;;keine vorh.;1;nein;Brunner;08.04.1998;11;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
285;;Wiese;Elm;8767;;;;Elmag AG, diverse;980;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;trocken;;;;;;;;;;08.04.1998;12;;15.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
286;Quelle Nesslenboden;Nesslenboden;Elm;8767;727448;194705;;EMD;1401;40;72719401;im Feld eingemessen;Trinkwasser;WV Waffenplatz;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube/Sammelschacht;Archiv AFU Glarus;Hanspeter Müller, Ausbildungsabschnitt Büro Matt;plus Zuleitung Rinderboden;;3;4;;;definitiv;1;ja;Brunner;08.04.1998;30;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
287;Quelle Rinderboden;Rinderboden;Elm;8767;726390;194725;;EMD;1559;5;72619401;im Feld eingemessen;Trinkwasser;WV Waffenplatz;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Hanspeter Müller, Ausbildungsabschnitt Büro Matt;Leitung kurzgeschlossen, nur Überlauf;;1;2;;;definitiv;1;nein;Brunner;08.04.1998;31;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
288;Quelle Chamm Ost;Erbs (auf der Matt);Elm;8767;727540;195900;;;1780;;;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;;;;Brunnenstube;Archiv AFU Glarus;;Qualität gut;;;;;;;;;;08.04.1998;32;;;FALSCH;FALSCH;FALSCH;FALSCH
289;Quelle Chamm West;Erbs (auf der Matt);Elm;8767;727520;195900;;;1780;;;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;;;;Brunnenstube;Archiv AFU Glarus;;Qualität schlecht!?;;;;;;;;;;08.04.1998;33;;;FALSCH;FALSCH;FALSCH;FALSCH
290;Quelle Obtrittweg (Quelle Weg);Ober-Erbs auf der Matt);Elm;8767;727510;195760;;Gde. Elm;1730;10;72719501;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv AFU Glarus;Kaspar Elmer Gemeindepräsident Elm;;;26;27;;;keine vorh.;1;ja;Brunner;08.04.1998;34;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
291;Quelle Chüetal;Erbs;Elm;8767;727490;195670;;;1710;;;aus Plan gelesen;im Moment ungenutzt;;;;;Brunnenstube;Archiv AFU Glarus;;Frage LMI: ist das wirklich eine Quelle?;;;;;;;;;;08.04.1998;35;;18.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
292;;Wiese;Elm;8767;;;;Untere Dörflibrunnenkorporation;980;;;aus Plan gelesen;Brauchwasser;Brunnen;;;;;Archiv AFU Glarus;;Brunnen im Garten;;;;;;;;;;08.04.1998;13;;15.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
293;Quelle Dörflibrunnen;Hinterbach;Elm;8767;;;;diverse;980;;;aus Plan gelesen;;;;;;;Archiv AFU Glarus;;Dörflibrunnen;;;;;;;;;;08.04.1998;14;;15.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
294;Quelle Gandweid;Gandweid;Elm;8767;;;;diverse;980;;;aus Plan gelesen;Brauchwasser;Stallbrunnen;;;;;Archiv AFU Glarus;;;;;;;;;;;;08.04.1998;15;;15.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
295;;Müsli;Elm;8767;;;;diverse;960;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;;2 Quellen;;;;;;;;;;08.04.1998;16;;15.06.1999;FALSCH;FALSCH;FALSCH;FALSCH
296;Quelle Bleiken;Bleiken;Elm;8767;731480;198740;;Hüslibrunnenkorporation;1185;0;73119801;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;gut;Eisen 4 kant.;Brunnenstube;Archiv AFU Glarus;Samuel Hefti, EW Elm,;;;23;24;;;erforderlich;2;nein;Brunner;08.04.1998;17;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
297;Quelle Brunnadern;Brunnadern;Elm;8767;731800;199030;;Brunnenkorp. Schwendiweid;990;0;73119901;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier;Sicker-/Zuleitung;genügend;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Hefti, Schwendiweg Elm;;;20;21;;;keine vorh.;2;nein;Brunner;08.04.1998;18;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
298;Quelle Brändenberg;Brändenberg;Elm;8767;731520;199320;;Brunnenkorporation Sulzbach;1120;0;73119902;aus Plan gelesen;Trinkwasser;Weiler Sulzbach;Aufstossend/ Zuleitung;gut;Eternit;Sammelschacht;Archiv AFU Glarus;Kaspar Rhyner, Burg elm;;;22;23;;;keine vorh.;4;nein;Brunner;08.04.1998;19;18.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
299;Quelle Hörelibrunnen (Alprüteli);Alprüteli (Horelibrunnen);Elm;8767;733180;198100;;Gde. Elm;1195;0;73319801;im Feld eingemessen;Trinkwasser;WV Gemeinde Elm (neu) Ferienhaus, Ställe;Sicker-/Zuleitung;;Holz;Brunnenstube;Archiv AFU Glarus;Samuel Hefti, EW Elm;"wird 1999 neu gefasst
-für WV";;1;;;;definitiv;1;nein;Brunner;08.04.1998;20;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
300;Quelle Brünnen II;Empächli;Elm;8767;730520;197960;;Gde. Elm;1480;100;73019702;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;;Pilzdeckel feuerverzinkt;Brunnenstube/Reservoir;Archiv AFU Glarus;Samuel Hefti, EW Elm;;;12;;;;definitiv;2;;Brunner;08.04.1998;21;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
301;Kapuztinerquelle ELMAG MW 3;Gschwend-Gstöck;Elm;8767;732185;197240;;Elmag AG;1100;;73219701;aus Plan gelesen;Mineralquelle;Mineralwasser;Stollen;;;;Plan Loretan/Elmag;Hr. Bay;Hauptwasserquelle, kleiner Stollen;;;;;;erforderlich!!;;;;08.04.1998;22;;;WAHR;WAHR;FALSCH;WAHR
302;Quelle Brünnen I;Empächli;Elm;8767;730475;197955;;Gde. Elm;1490;;73019707;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;;;;Archiv AFU Glarus;Samuel Hefti, EW Elm;2 Quellen - nur 1 Schacht (Brünnen 2);;;;;;definitiv;1;;;08.04.1998;24;;15.06.1999;WAHR;WAHR;FALSCH;FALSCH
303;Quelle Pleus;Pleus;Elm;8767;729220;198600;;Gde. Elm;1849;40;72919801;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel feuerverzinkt;Brunnenstube;Archiv AFU Glarus;Samuel Hefti, EW Elm;;;13;14;;;definitiv;1;ja;Brunner;08.04.1998;25;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
304;Quelle Zigeritt I;Zigeritt;Elm;8767;729714;197123;;Gde. Elm;1445;10;72919701;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv AFU Glarus;Samuel Hefti, EW Elm;;;30;31;;;definitiv;1;ja;Brunner;08.04.1998;26;18.08.1999;;WAHR;FALSCH;FALSCH;WAHR
305;Quelle Zigeritt III;Zigeritt;Elm;8767;729723;197086;;Gde. Elm;1432;0;72919703;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube;Archiv AFU Glarus;Samuel Hefti, EW Elm;;;34;35;36;;definitiv;1;ja;Brunner;08.04.1998;27;18.08.1999;;WAHR;FALSCH;FALSCH;WAHR
306;Quelle Zigeritt IV;Zigeritt;Elm;8767;729715;197050;;Gde. Elm;1415;;;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;;;;Archiv AFU Glarus;Samuel Hefti, EW Elm;kein Schacht;;;;;;definitiv;1;;;08.04.1998;28;;18.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
307;Quelle Mainradzell West;;Elm;8767;729920;196230;;Gde. Elm;1095;100;72919602;im Feld eingemessen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Archiv AFU Glarus;Samuel Hefti, EW Elm;;;8;9;;;definitiv;1;ja;Brunner;08.04.1998;29;15.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
308;Quelle Loch 2;Loch;Matt;8766;730450;201535;702;Gde. Matt;1315;;73020101;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisentor;Brunnenstube;Archiv Lienert & Haering AG;Christoph Marti, Werkführer Matt;;;8;9;;;definitiv;5;ja;Brunner;08.04.1998;1;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
309;Quelle Stutz 1;Stutz;Matt;8766;730930;201710;702;Gde. Matt;1080;;73020107;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisentor;Brunnenstube;Archiv Lienert & Haering AG;Christoph Marti, Werkführer Matt;"1 Quellfassung ständig in Betrieb 
Schlauch nur im Winter in Betrieb
Zuleitung von Quellen Loch";;4;5;;;definitiv;1;ja;Brunner;08.04.1998;2;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
310;Quelle Schnabel;Schnabel;Matt;8766;732370;202350;;Gde. Matt;885;;73220202;aus Plan gelesen;Trinkwasser;2 Dorfbrunnen;ab Fels;gut;Eisentor;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;nicht ins Netz gespiesen, nur im Notfall;;4;5;;;keine vorh.;1;ja;Brunner;08.04.1998;3;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
311;Quelle Langriet;Weiden;Matt;8766;733530;204060;396;Wasserversorgung Weissenberg;1700;90;73320402;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier Weissenberge;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Stauffacher Fridolin, Weissenberg Matt;;;3;4;;;erforderlich;1;ja;Brunner;08.04.1998;4;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
312;Quelle Weiden;Weiden;Matt;8766;733210;204030;396;Wasserversorgung Weissenberg;1655;60;73320403;aus Plan gelesen;Trinkwasser;WV Weiler/Quartier Weissenberge;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Stauffacher Fridolin, Weissenberg Matt;;;2;1;5;;erforderlich;1;ja;Brunner;08.04.1998;5;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
313;Quelle Stübli;Stübli;Matt;8766;731420;201860;280;Brunnengemeinschaft Brummbach;935;0;73120101;aus Plan gelesen;Trinkwasser;1 Ferienhaus, 2 Ställe, 1 Brunnen;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Hans Maduz-Marti, Sand;Neufassung;;2;3;;;keine vorh.;2;nein;Brunner;08.04.1998;6;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
314;Quelle Stalden;Stalden;Matt;8766;732120;201990;245;Hans Elmer- Mattle;860;;73220101;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;ab Fels/ aufstossend;sanierungsbedürftig/ schlecht;Eisentor;Brunnenstube;Archiv AFU Glarus;Hans Elmer-Mattle, Matt;;;6;7;;;keine vorh.;0;nein;Brunner;08.04.1998;7;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
315;Quelle Stutzhütte;Stutzhütte Alp Krauchtal;Matt;8766;736080;207500;700;Gde. Matt;1670;0;73620701;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;genügend;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;19;;;;keine vorh.;0;nein;Brunner;08.04.1998;16;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
316;Quelle Steinhüttli;Steinhüttli Alp Krauchtal;Matt;8766;735700;207180;700;Gde. Matt;1640;0;73520701;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;genügend;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;20;21;;;keine vorh.;0;nein;Brunner;08.04.1998;17;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
317;Quelle Werbenhütte;Werbenhütte Alp Krauchtal;Matt;8766;736140;206320;700;Gde. Matt;1640;0;73620601;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;22;23;;;keine vorh.;2;nein;Brunner;08.04.1998;18;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
318;Quelle Vorderegg-Oberstafel;Vorderegg-Oberstafel;Matt;8766;733960;204180;700;Gde. Matt;1845;10;73320404;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;23;24;;;keine vorh.;2;nein;Brunner;08.04.1998;8;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
319;Quelle Schluchenwald;Schluchenwald;Matt;8766;729970;201660;707;Heiri Marti, Berglialp;1420;;72920102;aus Plan gelesen;Trinkwasser;Alpgebäude;;;;Brunnenstube;Archiv AFU Glarus;Heiri Marti, Sand Matt;"für Unterstafel Bergli
Quellschacht überdeckt, nicht gefunden";;;;;;keine vorh.;;;Brunner;08.04.1998;19;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
320;Quelle Rietboden;Rietboden;Matt;8766;730500;202630;707;Heiri Marti, Berglialp;1560;;73020201;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Eisentor;Brunnenstube;Archiv AFU Glarus;Heiri Marti, Sand Matt;für Mittelstafel Alp Bergli;;21;22;;;keine vorh.;0;nein;Brunner;08.04.1998;20;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
321;Quelle Berglialp Ober Stafel;Ober Stafel Alp Bergli;Matt;8766;729340;201640;707;Heiri Marti, Berglialp;1625;0;72920101;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Heiri Marti, Sand Matt;;;19;20;;;keine vorh.;0;nein;Brunner;08.04.1998;21;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
322;Quelle Hinteregg Ober Stafel  2;Ober Stafel Hinteregg;Matt;8766;734790;204400;700;Gde. Matt;1810;0;73420402;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;23;24;;;keine vorh.;3;nein;Brunner;08.04.1998;9;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
323;Quelle Unter Stafel Vorderegg;Unter Stafel Vorderegg;Matt;8766;735270;203880;700;Gde. Matt;1550;0;73520301;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;33;34;;;keine vorh.;;nein;Brunner;08.04.1998;10;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
324;Quelle Hinteregg Unter Stafel;Hinteregg Unter Stafel;Matt;8766;735390;203940;700;Gde. Matt;1525;0;73520302;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;31;32;;;keine vorh.;1;nein;Brunner;08.04.1998;11;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
325;Quelle Stollenrus Alp Krauchtal Unter Staffel 2;Stollenrus Alp Krauchtal;Matt;8766;736320;205600;700;Gde. Matt;1630;0;73620502;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;genügend;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;Hintere Winggelhütten;;24;25;;;keine vorh.;1;nein;Brunner;08.04.1998;12;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
326;Quelle Riseten Ober Stafel 1;Ober Stafel Riseten;Matt;8766;736980;203680;700;Gde. Matt;1940;20;73620301;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube/Reservoir;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;9;12;;;keine vorh.;2;nein;Brunner;08.04.1998;13;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
327;Quelle Riseten Mittel Stafel 1;Mittler Stafel Riseten;Matt;8766;736750;204270;700;Gde. Matt;1750;0;73620401;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels/ Boden;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;15;16;;;keine vorh.;0;nein;Brunner;08.04.1998;14;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
328;Quelle Riseten Unter Stafel;Unter Stafel Riseten;Matt;8766;735900;203810;700;Gde. Matt;1445;;73520303;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;2;3;;;keine vorh.;1;nein;Brunner;08.04.1998;15;18.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
329;Quelle Lanzerie;Lanzerie Alp Krauchtal;Matt;8766;;;700;Gde. Matt;1520;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;;;;;;;;;08.04.1998;22;;20.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
330;;Bruch;Matt;8766;;;700;Gde. Matt;1270;;;aus Plan gelesen;im Moment ungenutzt;;nicht gefasst;;;;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;;;;;keine vorh.;;;;08.04.1998;23;;20.08.1999;FALSCH;FALSCH;FALSCH;FALSCH
331;Quelle Bruchhüttli;Bruch ob Hüttli;Matt;8766;734370;202740;700;Gde. Matt;1200;0;73420201;aus Plan gelesen;Trinkwasser;Wegbrunnen;ab Fels;gut;Holz;Brunnenstube;Archiv AFU Glarus;Christoph Marti, Werkführer Matt;;;7;8;;;keine vorh.;0;nein;Brunner;08.04.1998;24;20.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
333;Quelle Höfli;Höfli;Engi;8765;729500;205450;;Vontobel Heidi, Höfli;770;;72920502;aus Plan gelesen;im Moment ungenutzt;In Bach, Fischweiher;ab Fels;genügend;grosser Stein;;Archiv AFU Glarus;Vontobel Heidi, Höfli, Engi;;;9;10;;;keine vorh.;;nein;Brunner;08.04.1998;2;19.08.1999;;WAHR;FALSCH;FALSCH;FALSCH
334;Quelle Vordere Wartstalden;Wartstalden;Engi;8765;727763;206287;;Gde. Schwanden;794.3400269;0;72720603;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Stollen;gut;Eisendeckel;Brunnenstube;Archiv Lienert & Haering AG;J. Tschudi, WV Schwanden;Eigentliche Fassung ca. 300 m im Berg innen;;H24;H25;;;provisorich;1;ja;M. Simmler;08.04.1998;3;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
